epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,1356.59,1.01724,0.60841,1.04514,0.81305,0.84555,0.87698,0.62161,1.16856,0.57137,1.17698,0.000160122,0.000160122,0.000160122
61,1377.53,0.9977,0.58156,1.04416,0.84906,0.83434,0.93081,0.64481,1.18217,0.60113,1.18001,0.00015631,0.00015631,0.00015631
62,1398.68,1.01147,0.60536,1.04803,0.86975,0.83938,0.93632,0.66545,1.17448,0.55265,1.17444,0.000152498,0.000152498,0.000152498
63,1419.5,1.00106,0.58376,1.03161,0.84587,0.83065,0.9375,0.65444,1.16721,0.55524,1.16945,0.000148687,0.000148687,0.000148687
64,1440.35,1.03265,0.61094,1.06316,0.81201,0.86823,0.85976,0.60809,1.17322,0.5576,1.16777,0.000144875,0.000144875,0.000144875
65,1461.09,0.98044,0.58755,1.0364,0.83092,0.82557,0.87234,0.6131,1.18104,0.58135,1.17314,0.000141064,0.000141064,0.000141064
66,1482.05,0.9967,0.56526,1.02973,0.85865,0.83117,0.89285,0.63133,1.17713,0.56712,1.173,0.000137252,0.000137252,0.000137252
67,1502.93,0.99842,0.58191,1.03496,0.79728,0.86291,0.87046,0.60684,1.16746,0.56713,1.16957,0.000133441,0.000133441,0.000133441
68,1524.03,0.97453,0.55863,1.0268,0.82103,0.86218,0.89471,0.61349,1.14637,0.56222,1.16378,0.000129629,0.000129629,0.000129629
69,1544.98,0.9903,0.56518,1.034,0.87001,0.85446,0.93777,0.6472,1.17356,0.54953,1.1666,0.000125818,0.000125818,0.000125818
70,1565.92,0.97617,0.58325,1.03534,0.83563,0.86217,0.92763,0.64304,1.14928,0.5491,1.15845,0.000122007,0.000122007,0.000122007
71,1586.8,0.95656,0.56583,1.03907,0.81503,0.83669,0.88678,0.61838,1.16614,0.55032,1.18045,0.000118195,0.000118195,0.000118195
72,1607.65,0.97289,0.57584,1.02994,0.82821,0.84144,0.92996,0.64313,1.16553,0.54106,1.17369,0.000114384,0.000114384,0.000114384
73,1628.72,0.95605,0.55332,1.02355,0.8644,0.79303,0.91416,0.63883,1.16297,0.55169,1.17269,0.000110572,0.000110572,0.000110572
74,1649.74,0.97176,0.54767,1.02627,0.76724,0.87363,0.91542,0.63263,1.18481,0.54851,1.17549,0.000106761,0.000106761,0.000106761
75,1670.65,0.94752,0.53599,1.02638,0.84746,0.86471,0.89712,0.63759,1.16799,0.53712,1.16508,0.000102949,0.000102949,0.000102949
76,1691.52,0.95635,0.52511,1.01777,0.87226,0.86193,0.95697,0.66866,1.15549,0.53633,1.16312,9.91375e-05,9.91375e-05,9.91375e-05
77,1712.32,0.95475,0.54469,1.0158,0.87804,0.77271,0.92935,0.6555,1.1728,0.54093,1.17637,9.5326e-05,9.5326e-05,9.5326e-05
78,1733.15,0.96615,0.56192,1.01871,0.88704,0.81339,0.9358,0.66781,1.17014,0.53562,1.17809,9.15145e-05,9.15145e-05,9.15145e-05
79,1754.13,0.95316,0.5301,1.02549,0.79019,0.84792,0.94504,0.67316,1.18206,0.53169,1.18121,8.7703e-05,8.7703e-05,8.7703e-05
80,1775.06,0.91316,0.52839,1.00862,0.88242,0.81864,0.946,0.66464,1.1693,0.52616,1.1796,8.38915e-05,8.38915e-05,8.38915e-05
81,1795.89,0.9161,0.50598,1.00635,0.90983,0.85069,0.9506,0.67863,1.17643,0.51726,1.17726,8.008e-05,8.008e-05,8.008e-05
82,1816.77,0.93796,0.53436,1.00306,0.85496,0.8556,0.95154,0.66398,1.17282,0.53646,1.18191,7.62685e-05,7.62685e-05,7.62685e-05
83,1837.74,0.94033,0.55261,1.02834,0.83769,0.84664,0.93672,0.64151,1.17051,0.53733,1.17498,7.2457e-05,7.2457e-05,7.2457e-05
84,1858.51,0.9278,0.51982,1.01368,0.86868,0.8408,0.9452,0.65653,1.1634,0.53618,1.17455,6.86455e-05,6.86455e-05,6.86455e-05
85,1879.2,0.89765,0.53354,0.99509,0.84567,0.86536,0.94535,0.65739,1.16169,0.53142,1.17886,6.4834e-05,6.4834e-05,6.4834e-05
86,1900.07,0.92384,0.52248,1.0078,0.87289,0.84021,0.95059,0.66485,1.17933,0.53797,1.18388,6.10225e-05,6.10225e-05,6.10225e-05
87,1921,0.89302,0.50807,0.99365,0.9016,0.76514,0.91422,0.63928,1.16835,0.55197,1.18548,5.7211e-05,5.7211e-05,5.7211e-05
88,1941.82,0.90777,0.50514,1.00064,0.83491,0.84368,0.93723,0.66438,1.16917,0.5366,1.18399,5.33995e-05,5.33995e-05,5.33995e-05
89,1962.66,0.91582,0.51499,1.00149,0.88301,0.8805,0.95666,0.66794,1.18135,0.53541,1.18647,4.9588e-05,4.9588e-05,4.9588e-05
90,1983.42,0.90016,0.51441,0.9984,0.83167,0.84017,0.94425,0.66035,1.17982,0.54275,1.18827,4.57765e-05,4.57765e-05,4.57765e-05
91,2031.52,0.86099,0.47001,0.99568,0.86613,0.8605,0.95234,0.66993,1.19155,0.54791,1.19478,4.1965e-05,4.1965e-05,4.1965e-05
92,2052.38,0.85246,0.46693,1.00041,0.89877,0.81263,0.9443,0.67752,1.18513,0.54673,1.19694,3.81535e-05,3.81535e-05,3.81535e-05
93,2073.33,0.85141,0.44648,0.98357,0.86351,0.85862,0.92616,0.66052,1.18933,0.53263,1.19895,3.4342e-05,3.4342e-05,3.4342e-05
94,2094.01,0.87183,0.46201,0.99046,0.86592,0.83342,0.92876,0.66081,1.1827,0.52984,1.19761,3.05305e-05,3.05305e-05,3.05305e-05
95,2114.76,0.84767,0.45346,0.99269,0.90528,0.82076,0.95144,0.67262,1.18175,0.52508,1.19264,2.6719e-05,2.6719e-05,2.6719e-05
96,2135.45,0.86155,0.44469,0.9929,0.84345,0.86055,0.93817,0.65782,1.18692,0.52996,1.19122,2.29075e-05,2.29075e-05,2.29075e-05
97,2156.23,0.83445,0.4436,0.98539,0.90704,0.8215,0.95029,0.66301,1.17723,0.52329,1.19538,1.9096e-05,1.9096e-05,1.9096e-05
98,2176.85,0.83142,0.44536,0.99908,0.90481,0.82679,0.95833,0.66457,1.17583,0.51918,1.19089,1.52845e-05,1.52845e-05,1.52845e-05
99,2197.34,0.85102,0.43592,0.99636,0.90221,0.83211,0.9582,0.66792,1.18075,0.52183,1.19266,1.1473e-05,1.1473e-05,1.1473e-05
100,2217.87,0.85716,0.45637,1.00256,0.88896,0.83854,0.95788,0.66802,1.18205,0.5218,1.1935,7.6615e-06,7.6615e-06,7.6615e-06
