epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1405.07,1.03727,1.0061,1.05016,0.37663,0.70407,0.48511,0.37758,0.91127,1.43764,0.98663,0.000219817,0.000219817,0.000219817
43,1438.64,1.02851,1.05481,1.04641,0.33772,0.70792,0.4833,0.36664,0.92236,1.46526,1.01991,0.000216154,0.000216154,0.000216154
44,1472.24,1.02416,1.01286,1.04064,0.32583,0.78805,0.50301,0.38489,0.92992,1.4987,1.01383,0.000212491,0.000212491,0.000212491
45,1505.74,1.00994,1.02662,1.04879,0.33365,0.7599,0.47427,0.36079,0.91905,1.47464,0.99777,0.000208828,0.000208828,0.000208828
46,1538.89,1.02912,0.97261,1.05766,0.31223,0.80433,0.47045,0.36834,0.92196,1.44722,1.00506,0.000205165,0.000205165,0.000205165
47,1572.04,1.02769,1.00024,1.05181,0.33392,0.7564,0.49203,0.38078,0.90663,1.47255,0.99388,0.000201502,0.000201502,0.000201502
48,1605.17,0.99476,0.99296,1.03777,0.33668,0.77672,0.44689,0.34895,0.90036,1.48144,0.98646,0.000197839,0.000197839,0.000197839
49,1638.18,1.00377,0.94197,1.03792,0.36316,0.6973,0.47225,0.36961,0.89843,1.49933,0.97155,0.000194176,0.000194176,0.000194176
50,1672.51,0.99043,0.94473,1.04374,0.35409,0.73061,0.47785,0.37878,0.91223,1.52189,0.98848,0.000190513,0.000190513,0.000190513
51,1706.41,0.99293,0.96178,1.03656,0.32734,0.72632,0.45066,0.35502,0.89157,1.51339,0.98298,0.00018685,0.00018685,0.00018685
52,1739.55,0.98449,0.99853,1.04595,0.31001,0.71703,0.45801,0.36353,0.87676,1.49098,0.97387,0.000183187,0.000183187,0.000183187
53,1772.93,0.98563,0.9574,1.02997,0.29911,0.73944,0.44691,0.35694,0.88344,1.65257,0.97328,0.000179524,0.000179524,0.000179524
54,1806.11,0.95894,0.92385,1.0188,0.3088,0.72978,0.45339,0.35857,0.87008,1.69952,0.97513,0.000175861,0.000175861,0.000175861
55,1839.22,0.96941,0.93192,1.02634,0.36187,0.75436,0.45989,0.36169,0.86752,1.49315,0.98043,0.000172198,0.000172198,0.000172198
56,1872.14,0.9659,0.93084,1.02068,0.32366,0.6986,0.47104,0.37993,0.86754,1.65437,0.972,0.000168535,0.000168535,0.000168535
57,1905.2,0.96177,0.96177,1.03262,0.31666,0.71941,0.45731,0.36179,0.88038,1.56192,0.99888,0.000164872,0.000164872,0.000164872
58,1939.07,0.95646,0.95315,1.02957,0.31611,0.63198,0.44748,0.36161,0.86668,1.68551,0.97525,0.000161209,0.000161209,0.000161209
59,1972.22,0.92676,0.87194,1.0118,0.30944,0.74225,0.44348,0.3518,0.87028,1.73853,0.98275,0.000157546,0.000157546,0.000157546
60,2005.6,0.94052,0.91956,1.00811,0.33377,0.70948,0.45593,0.36582,0.86616,1.69004,0.99074,0.000153883,0.000153883,0.000153883
61,2038.82,0.93016,0.85881,1.01666,0.31335,0.73706,0.44891,0.35913,0.84483,1.74531,0.97411,0.00015022,0.00015022,0.00015022
62,2072,0.93203,0.93246,1.01628,0.31477,0.67527,0.43198,0.34143,0.84993,1.71377,0.97298,0.000146557,0.000146557,0.000146557
63,2105.24,0.92989,0.88207,1.01577,0.33177,0.72159,0.44556,0.35721,0.85418,1.65691,0.98268,0.000142894,0.000142894,0.000142894
64,2138.32,0.9245,0.87176,1.00145,0.32901,0.7102,0.44673,0.36203,0.83609,1.60472,0.98086,0.000139231,0.000139231,0.000139231
65,2172.09,0.89526,0.88385,0.99493,0.32569,0.71335,0.44986,0.36216,0.81649,1.64131,0.95666,0.000135568,0.000135568,0.000135568
66,2205.43,0.90983,0.82699,0.99473,0.32729,0.73564,0.43291,0.34876,0.80974,1.79534,0.96022,0.000131905,0.000131905,0.000131905
67,2239.02,0.88608,0.81133,0.99277,0.34076,0.71459,0.44566,0.3565,0.80089,1.77276,0.95227,0.000128242,0.000128242,0.000128242
68,2272.23,0.90283,0.82445,1.00381,0.32764,0.73764,0.45647,0.36953,0.81301,1.79323,0.96263,0.000124579,0.000124579,0.000124579
69,2305.27,0.90354,0.81376,1.00028,0.31968,0.72654,0.4351,0.35449,0.80255,1.79847,0.95916,0.000120916,0.000120916,0.000120916
70,2338.25,0.90232,0.81523,0.9853,0.29842,0.69615,0.42661,0.34231,0.82001,1.86705,0.97646,0.000117253,0.000117253,0.000117253
71,2371.38,0.89411,0.77928,0.99801,0.31973,0.72248,0.42483,0.33573,0.79864,1.93477,0.95754,0.00011359,0.00011359,0.00011359
72,2404.93,0.90455,0.81195,1.01015,0.32319,0.72454,0.41641,0.33159,0.79244,2.04896,0.94828,0.000109927,0.000109927,0.000109927
73,2438.54,0.89556,0.83179,0.99766,0.29727,0.71523,0.4029,0.33043,0.79074,2.07334,0.95122,0.000106264,0.000106264,0.000106264
74,2471.83,0.87503,0.80357,0.99322,0.27113,0.68421,0.40988,0.33746,0.79187,2.12602,0.95882,0.000102601,0.000102601,0.000102601
75,2505.04,0.85908,0.76739,0.97906,0.31558,0.68232,0.41422,0.3354,0.78486,2.07993,0.95711,9.8938e-05,9.8938e-05,9.8938e-05
76,2538.09,0.86077,0.75699,0.98579,0.30634,0.6981,0.42243,0.34166,0.77843,2.13608,0.94104,9.5275e-05,9.5275e-05,9.5275e-05
