epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,425.158,1.20822,0.89784,1.14238,0.81183,0.6747,0.74571,0.48657,1.22469,0.74617,1.23384,0.000316393,0.000316393,0.000316393
20,446.782,1.15549,0.84692,1.11468,0.66241,0.69409,0.71445,0.47331,1.24679,0.80709,1.2382,0.000312581,0.000312581,0.000312581
21,468.21,1.19773,0.85357,1.1269,0.70077,0.71926,0.77403,0.52911,1.18641,0.73239,1.1857,0.00030877,0.00030877,0.00030877
22,490.171,1.20771,0.86121,1.13771,0.77669,0.7167,0.79698,0.51619,1.23338,0.713,1.23626,0.000304958,0.000304958,0.000304958
23,511.92,1.16705,0.82602,1.11768,0.71794,0.72302,0.79731,0.54765,1.18114,0.71151,1.17385,0.000301147,0.000301147,0.000301147
24,533.525,1.18138,0.83963,1.12949,0.70558,0.70879,0.76715,0.51097,1.2319,0.75684,1.2396,0.000297335,0.000297335,0.000297335
25,555.036,1.17299,0.82676,1.12695,0.73067,0.73815,0.79695,0.55318,1.19755,0.79166,1.21164,0.000293524,0.000293524,0.000293524
26,576.378,1.14589,0.76735,1.1164,0.70151,0.74228,0.75595,0.50968,1.22469,0.73814,1.244,0.000289712,0.000289712,0.000289712
27,598.074,1.13701,0.80846,1.09751,0.72643,0.74414,0.79242,0.53649,1.20883,0.71477,1.23815,0.000285901,0.000285901,0.000285901
28,619.671,1.13805,0.76103,1.10583,0.69489,0.77194,0.7896,0.53279,1.20474,0.7183,1.22334,0.000282089,0.000282089,0.000282089
29,641.335,1.13922,0.77146,1.1023,0.70153,0.74443,0.83129,0.56571,1.19551,0.76214,1.20367,0.000278278,0.000278278,0.000278278
30,662.884,1.14792,0.75413,1.10882,0.72951,0.78422,0.82123,0.52251,1.22626,0.71456,1.23059,0.000274466,0.000274466,0.000274466
31,684.9,1.13248,0.75393,1.09789,0.83529,0.73011,0.82092,0.56613,1.20933,0.67497,1.23173,0.000270655,0.000270655,0.000270655
32,706.74,1.10801,0.73218,1.09934,0.72657,0.74893,0.7992,0.54782,1.21672,0.75646,1.22347,0.000266843,0.000266843,0.000266843
33,728.552,1.13336,0.7126,1.10459,0.74569,0.74823,0.83249,0.55229,1.19207,0.68174,1.20661,0.000263032,0.000263032,0.000263032
34,750.217,1.11647,0.73935,1.08906,0.76227,0.77195,0.81811,0.55864,1.21536,0.71424,1.21967,0.00025922,0.00025922,0.00025922
35,771.932,1.10063,0.7225,1.07628,0.72598,0.7717,0.83576,0.57053,1.19858,0.6974,1.22225,0.000255409,0.000255409,0.000255409
36,793.336,1.10362,0.69051,1.08456,0.7818,0.75293,0.85221,0.57793,1.17609,0.66733,1.20636,0.000251597,0.000251597,0.000251597
37,815.074,1.11237,0.71117,1.09687,0.71178,0.80557,0.84229,0.56671,1.19036,0.67623,1.22393,0.000247786,0.000247786,0.000247786
38,836.909,1.10984,0.68638,1.09107,0.73164,0.74293,0.81286,0.55347,1.18343,0.6999,1.22071,0.000243974,0.000243974,0.000243974
39,858.595,1.08503,0.64972,1.06884,0.78265,0.74595,0.82782,0.56661,1.18617,0.70861,1.22008,0.000240163,0.000240163,0.000240163
40,880.425,1.10062,0.66366,1.08469,0.72842,0.81713,0.8185,0.57172,1.20322,0.7118,1.24942,0.000236351,0.000236351,0.000236351
41,901.884,1.07786,0.67864,1.06813,0.78144,0.74909,0.82282,0.57145,1.20144,0.62206,1.23006,0.00023254,0.00023254,0.00023254
42,923.218,1.08821,0.69468,1.07846,0.68663,0.86001,0.83123,0.57799,1.18322,0.67267,1.21631,0.000228729,0.000228729,0.000228729
43,944.969,1.07582,0.73198,1.08127,0.73121,0.74189,0.81386,0.54665,1.16573,0.69144,1.21233,0.000224917,0.000224917,0.000224917
44,966.284,1.08869,0.66217,1.08382,0.86401,0.7716,0.8406,0.59199,1.19246,0.65903,1.21118,0.000221106,0.000221106,0.000221106
45,987.858,1.07282,0.66362,1.05952,0.72036,0.81219,0.81825,0.56785,1.19738,0.72898,1.26236,0.000217294,0.000217294,0.000217294
46,1009.36,1.05776,0.63219,1.06882,0.85519,0.75341,0.8229,0.57994,1.16924,0.65953,1.21252,0.000213482,0.000213482,0.000213482
47,1030.64,1.05809,0.62474,1.06554,0.78215,0.77826,0.86013,0.59501,1.17811,0.62135,1.20904,0.000209671,0.000209671,0.000209671
48,1052.71,1.05905,0.64895,1.07081,0.84538,0.76439,0.82664,0.58877,1.19266,0.62996,1.22308,0.00020586,0.00020586,0.00020586
49,1073.62,1.06095,0.66379,1.06664,0.82016,0.77426,0.81738,0.58419,1.20418,0.63792,1.25772,0.000202048,0.000202048,0.000202048
50,1094.56,1.05278,0.63047,1.069,0.79205,0.7648,0.88998,0.60798,1.19333,0.66479,1.2487,0.000198236,0.000198236,0.000198236
51,1115.36,1.06489,0.62864,1.07166,0.72152,0.8349,0.84893,0.57793,1.19218,0.68307,1.23602,0.000194425,0.000194425,0.000194425
52,1136.47,1.03708,0.61582,1.06401,0.81312,0.76564,0.84951,0.58362,1.18204,0.64936,1.20786,0.000190613,0.000190613,0.000190613
53,1157.21,1.06419,0.63988,1.08252,0.74632,0.85316,0.87374,0.59686,1.18616,0.64052,1.23801,0.000186802,0.000186802,0.000186802
54,1178.1,1.01751,0.58778,1.04403,0.7952,0.85003,0.87504,0.58998,1.20201,0.64234,1.25244,0.00018299,0.00018299,0.00018299
55,1199.22,1.03217,0.60908,1.03894,0.75586,0.79055,0.8336,0.56728,1.21588,0.65622,1.28726,0.000179179,0.000179179,0.000179179
56,1220.03,1.05134,0.63487,1.06345,0.83374,0.75991,0.81234,0.55578,1.19118,0.6538,1.21338,0.000175367,0.000175367,0.000175367
57,1240.79,1.0268,0.59145,1.06027,0.70063,0.8197,0.80177,0.55514,1.18477,0.61012,1.23677,0.000171556,0.000171556,0.000171556
58,1261.73,1.0448,0.61496,1.06585,0.81079,0.77308,0.83027,0.58959,1.19544,0.62872,1.25126,0.000167745,0.000167745,0.000167745
59,1282.54,1.02002,0.59133,1.04629,0.7818,0.83106,0.85542,0.6031,1.18044,0.67654,1.23261,0.000163933,0.000163933,0.000163933
60,1303.47,1.01907,0.61957,1.05449,0.82758,0.77743,0.85093,0.59813,1.19499,0.65467,1.26461,0.000160122,0.000160122,0.000160122
61,1324.08,1.00599,0.58468,1.0417,0.74428,0.79728,0.87445,0.61497,1.17618,0.65746,1.22617,0.00015631,0.00015631,0.00015631
62,1344.72,0.9986,0.58565,1.03524,0.73556,0.85327,0.85305,0.60777,1.18663,0.68216,1.22641,0.000152498,0.000152498,0.000152498
63,1365.52,1.00566,0.57413,1.03949,0.7885,0.80251,0.87799,0.60569,1.1665,0.66223,1.21995,0.000148687,0.000148687,0.000148687
64,1386.66,0.99995,0.60277,1.04912,0.82368,0.80361,0.87105,0.61878,1.17471,0.63462,1.21694,0.000144875,0.000144875,0.000144875
65,1407.29,0.98273,0.56511,1.03015,0.80812,0.83745,0.88586,0.60903,1.15794,0.59449,1.19193,0.000141064,0.000141064,0.000141064
66,1428.2,0.99808,0.58202,1.03891,0.77721,0.82365,0.85096,0.61029,1.17771,0.60826,1.21572,0.000137252,0.000137252,0.000137252
67,1448.97,1.01136,0.58115,1.04747,0.79727,0.83847,0.88959,0.61759,1.20029,0.62894,1.2351,0.000133441,0.000133441,0.000133441
68,1469.81,0.97313,0.5601,1.02908,0.79723,0.84627,0.89016,0.60405,1.19314,0.66338,1.23103,0.000129629,0.000129629,0.000129629
69,1490.55,0.99135,0.55268,1.03201,0.82991,0.86552,0.8869,0.59684,1.14071,0.64732,1.17035,0.000125818,0.000125818,0.000125818
70,1511.56,0.98679,0.58243,1.05134,0.87612,0.76721,0.87061,0.59104,1.15261,0.61078,1.1874,0.000122007,0.000122007,0.000122007
71,1532.26,0.95924,0.55184,1.03131,0.83354,0.83821,0.88758,0.60761,1.18311,0.66633,1.2149,0.000118195,0.000118195,0.000118195
72,1553.3,1.00731,0.57487,1.05144,0.847,0.84373,0.885,0.6048,1.17977,0.62562,1.21573,0.000114384,0.000114384,0.000114384
73,1574.28,0.96617,0.54328,1.03147,0.84158,0.83433,0.88155,0.61209,1.16253,0.62561,1.19595,0.000110572,0.000110572,0.000110572
74,1595.11,0.9689,0.54561,1.03174,0.85941,0.83157,0.88441,0.60654,1.15107,0.66218,1.19114,0.000106761,0.000106761,0.000106761
75,1616.3,0.96102,0.53792,1.03825,0.80957,0.8533,0.87723,0.60248,1.1678,0.66376,1.2025,0.000102949,0.000102949,0.000102949
76,1637.04,0.93872,0.52945,1.01461,0.86235,0.8372,0.87267,0.61466,1.19727,0.65436,1.22859,9.91375e-05,9.91375e-05,9.91375e-05
77,1657.83,0.97482,0.5501,1.03183,0.84247,0.88209,0.88845,0.61765,1.18661,0.65228,1.23211,9.5326e-05,9.5326e-05,9.5326e-05
78,1678.61,0.94388,0.53489,1.02751,0.86101,0.83664,0.89975,0.63232,1.18596,0.66205,1.22363,9.15145e-05,9.15145e-05,9.15145e-05
79,1699.31,0.94096,0.54626,1.03607,0.81057,0.84391,0.88323,0.61166,1.19923,0.65291,1.25081,8.7703e-05,8.7703e-05,8.7703e-05
80,1720.05,0.94514,0.53194,1.00493,0.80028,0.88355,0.89196,0.62132,1.18457,0.63661,1.22334,8.38915e-05,8.38915e-05,8.38915e-05
81,1740.88,0.94636,0.51896,1.0257,0.85712,0.86089,0.88903,0.61726,1.16119,0.64535,1.22291,8.008e-05,8.008e-05,8.008e-05
82,1761.7,0.93777,0.54386,1.02271,0.84647,0.85039,0.88414,0.62622,1.16904,0.65733,1.22383,7.62685e-05,7.62685e-05,7.62685e-05
83,1782.6,0.93073,0.53625,1.02501,0.8543,0.84105,0.88705,0.61865,1.18774,0.66915,1.23295,7.2457e-05,7.2457e-05,7.2457e-05
84,1803.28,0.91563,0.52092,1.01077,0.87221,0.82472,0.88178,0.6182,1.17401,0.65068,1.24217,6.86455e-05,6.86455e-05,6.86455e-05
85,1823.97,0.92326,0.52889,1.00504,0.85225,0.84117,0.89885,0.63412,1.1955,0.6491,1.2654,6.4834e-05,6.4834e-05,6.4834e-05
86,1844.88,0.91507,0.52289,1.01638,0.84106,0.85574,0.89738,0.64203,1.17753,0.62453,1.24067,6.10225e-05,6.10225e-05,6.10225e-05
87,1865.98,0.90408,0.51392,1.01002,0.80217,0.86719,0.88542,0.60546,1.19524,0.64376,1.25048,5.7211e-05,5.7211e-05,5.7211e-05
88,1886.76,0.90649,0.51842,1.00709,0.861,0.85496,0.89469,0.62532,1.20473,0.63593,1.26344,5.33995e-05,5.33995e-05,5.33995e-05
89,1907.57,0.90332,0.51673,1.01158,0.85853,0.84598,0.89355,0.62026,1.17437,0.63087,1.22301,4.9588e-05,4.9588e-05,4.9588e-05
90,1928.23,0.91049,0.51692,1.0002,0.86111,0.81858,0.89193,0.62004,1.16217,0.63277,1.20832,4.57765e-05,4.57765e-05,4.57765e-05
91,1977.03,0.8834,0.48336,1.0157,0.85998,0.85894,0.89469,0.6112,1.19345,0.64338,1.24083,4.1965e-05,4.1965e-05,4.1965e-05
92,1997.62,0.85485,0.47013,0.99256,0.83921,0.86389,0.8941,0.6176,1.19237,0.61848,1.23898,3.81535e-05,3.81535e-05,3.81535e-05
93,2018.35,0.85934,0.46154,1.0196,0.85937,0.84471,0.89488,0.61476,1.19937,0.64546,1.25274,3.4342e-05,3.4342e-05,3.4342e-05
94,2038.94,0.84918,0.47779,0.98703,0.83937,0.85822,0.89557,0.61848,1.19076,0.65869,1.25835,3.05305e-05,3.05305e-05,3.05305e-05
95,2059.85,0.82675,0.45011,0.99121,0.84265,0.82352,0.89589,0.61699,1.19989,0.63143,1.26675,2.6719e-05,2.6719e-05,2.6719e-05
96,2080.48,0.83495,0.45602,0.99011,0.84392,0.85352,0.89766,0.61587,1.19275,0.64388,1.25792,2.29075e-05,2.29075e-05,2.29075e-05
97,2101.23,0.8495,0.45365,1.00601,0.85501,0.85126,0.9064,0.62277,1.19198,0.62797,1.23869,1.9096e-05,1.9096e-05,1.9096e-05
98,2121.95,0.85588,0.44681,1.01132,0.83894,0.85486,0.89793,0.62042,1.18915,0.61628,1.23381,1.52845e-05,1.52845e-05,1.52845e-05
99,2142.55,0.84585,0.43841,1.00921,0.88906,0.85459,0.89951,0.62825,1.19048,0.62269,1.23647,1.1473e-05,1.1473e-05,1.1473e-05
100,2163.38,0.86322,0.44314,1.01514,0.88091,0.85098,0.89809,0.62711,1.18811,0.63484,1.23852,7.6615e-06,7.6615e-06,7.6615e-06
