epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.7324,1.61498,5.17726,1.35636,0.92077,0.12332,0.13294,0.0847,1.2027,3.00637,1.09841,0.000127376,0.000127376,0.000127376
2,66.7276,1.43176,3.82007,1.25846,0.59677,0.22616,0.23133,0.14353,1.17524,2.2616,1.2072,0.000253177,0.000253177,0.000253177
3,96.6052,1.40629,2.95124,1.25227,0.60223,0.45713,0.37987,0.20096,1.15921,2.87122,1.15095,0.000376438,0.000376438,0.000376438
4,125.57,1.35271,2.60318,1.22022,0.80283,0.31464,0.33498,0.21087,1.11082,3.32497,1.12377,0.000373565,0.000373565,0.000373565
5,154.631,1.3585,2.39118,1.23022,0.65073,0.46135,0.42831,0.26514,1.07064,8.30076,1.05571,0.000369754,0.000369754,0.000369754
6,184.346,1.3198,1.98442,1.20069,0.65018,0.48873,0.49411,0.3102,1.09841,1.31898,1.09591,0.000365942,0.000365942,0.000365942
7,217.051,1.26656,1.70838,1.18958,0.71769,0.52174,0.58997,0.36038,1.06808,9.17845,1.05722,0.000362131,0.000362131,0.000362131
8,247.261,1.27854,1.54437,1.20358,0.63675,0.66421,0.64998,0.41349,1.10253,1.63738,1.1075,0.000358319,0.000358319,0.000358319
9,275.976,1.25837,1.44389,1.1792,0.63903,0.56851,0.58347,0.34416,1.10299,2.71051,1.07915,0.000354508,0.000354508,0.000354508
10,304.543,1.27594,1.39917,1.19457,0.56713,0.59426,0.62633,0.36755,1.08342,1.35272,1.07052,0.000350697,0.000350697,0.000350697
11,332.909,1.2323,1.24864,1.18153,0.5701,0.67469,0.70395,0.41677,1.12227,1.3672,1.11403,0.000346885,0.000346885,0.000346885
12,363.398,1.28056,1.31113,1.1871,0.64127,0.65402,0.74637,0.41287,1.13634,1.58695,1.13554,0.000343074,0.000343074,0.000343074
13,393.716,1.23773,1.23391,1.15097,0.56938,0.66776,0.68138,0.44787,1.06902,1.67277,1.05521,0.000339262,0.000339262,0.000339262
14,426.014,1.24276,1.108,1.1749,0.63771,0.61322,0.65806,0.41854,1.09556,4.83589,1.0766,0.00033545,0.00033545,0.00033545
15,457.317,1.22196,1.0413,1.14219,0.69699,0.59617,0.67441,0.42497,1.07842,2.26523,1.07863,0.000331639,0.000331639,0.000331639
16,486.836,1.21277,1.07593,1.16591,0.76195,0.66736,0.7287,0.48708,1.09039,1.02456,1.0916,0.000327827,0.000327827,0.000327827
17,516.569,1.23401,1.04105,1.15302,0.63746,0.7723,0.7341,0.4899,1.04684,1.95757,1.06017,0.000324016,0.000324016,0.000324016
18,546.368,1.19413,1.0513,1.12987,0.49112,0.88817,0.72014,0.45709,1.06059,0.9503,1.06999,0.000320204,0.000320204,0.000320204
19,574.189,1.18993,0.95602,1.13869,0.64154,0.72371,0.73548,0.49885,1.04422,0.73549,1.05694,0.000316393,0.000316393,0.000316393
20,603.463,1.18759,1.04198,1.14719,0.5425,0.78125,0.74432,0.48665,1.03651,0.77247,1.06299,0.000312581,0.000312581,0.000312581
21,632.591,1.17322,0.92914,1.14518,0.652,0.70611,0.75242,0.49212,1.07016,1.55564,1.06632,0.00030877,0.00030877,0.00030877
