epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,904.201,0.96494,0.60041,1.04274,0.86674,0.83774,0.87202,0.59907,1.20009,0.56567,1.2059,5.7211e-05,5.7211e-05,5.7211e-05
88,914.39,0.93219,0.57803,1.03313,0.86936,0.87268,0.91509,0.63214,1.19934,0.57017,1.20519,5.33995e-05,5.33995e-05,5.33995e-05
89,924.616,0.96171,0.58974,1.03632,0.86672,0.85434,0.97099,0.6688,1.18393,0.53443,1.18802,4.9588e-05,4.9588e-05,4.9588e-05
90,934.843,0.90932,0.59598,1.02764,0.85642,0.8624,0.97533,0.66538,1.20139,0.53697,1.19803,4.57765e-05,4.57765e-05,4.57765e-05
91,975.175,0.88409,0.57252,1.02607,0.87377,0.86264,0.97543,0.66782,1.20377,0.54601,1.20418,4.1965e-05,4.1965e-05,4.1965e-05
92,985.445,0.87181,0.55916,1.04462,0.76861,0.99874,0.97616,0.66509,1.21068,0.55753,1.21988,3.81535e-05,3.81535e-05,3.81535e-05
93,995.685,0.85577,0.61186,1.00427,0.86479,0.85893,0.9764,0.68471,1.19415,0.54578,1.2143,3.4342e-05,3.4342e-05,3.4342e-05
94,1005.91,0.87036,0.5637,1.026,0.87322,0.85043,0.89701,0.6188,1.21106,0.53878,1.22337,3.05305e-05,3.05305e-05,3.05305e-05
95,1016.02,0.86731,0.55258,1.02791,0.88043,0.85273,0.88347,0.60405,1.21746,0.53436,1.22716,2.6719e-05,2.6719e-05,2.6719e-05
96,1026.1,0.9033,0.60329,1.05171,0.87751,0.85821,0.9155,0.62849,1.22122,0.52971,1.22691,2.29075e-05,2.29075e-05,2.29075e-05
97,1036.12,0.8537,0.53798,1.03424,0.87775,0.86619,0.89276,0.61057,1.20377,0.51949,1.21622,1.9096e-05,1.9096e-05,1.9096e-05
98,1046.55,0.84423,0.74688,0.98288,0.89122,0.86822,0.89072,0.6087,1.19628,0.51573,1.20659,1.52845e-05,1.52845e-05,1.52845e-05
99,1056.63,0.84083,0.52534,1.03478,0.88847,0.86658,0.89109,0.60896,1.20098,0.52169,1.2101,1.1473e-05,1.1473e-05,1.1473e-05
100,1066.73,0.86221,0.52749,1.03907,0.89347,0.86657,0.89101,0.60908,1.20288,0.53051,1.21513,7.6615e-06,7.6615e-06,7.6615e-06
